40.7282239,-73.7948516
34.0522342,-118.2436849
41.7376587,-87.697554
39.9525839,-75.1652215
33.2917968,-112.4291464
36.0795613,-115.094045
32.715738,-117.1610838
32.7766642,-96.7969879
37.3541079,-121.9552356
30.3500511,-81.6035062
37.7749295,-122.4194155
30.2097015,-97.6982272
42.2814269,-83.3863214
39.5589474,-84.3041074
35.1268552,-89.9253233
35.2632655,-80.8543847
31.7618778,-106.4850217
42.3522866,-71.0504229
47.5480339,-121.9836029
39.2903848,-76.6121893
39.7392358,-104.990251
38.9071923,-77.0368707
36.1342563,-86.8220341
43.0389025,-87.9064736
32.8961755,-109.8275815
45.5145659,-122.5863212
35.0177854,-106.6291304
36.7468422,-119.7725868
38.5815719,-121.4943996
33.2917968,-112.4291464
34.0522342,-118.2436849
37.3822732,-89.6662063
36.8529263,-75.977985
38.9108325,-104.4723301
33.8033965,-84.3962535
25.5516034,-80.6326916
37.7652065,-122.2416355
36.1539816,-95.992775
41.433923,-81.67582
21.276613,-157.8243963
45.0208911,-93.5094574
30.5693593,-91.09694
30.1126874,-89.8879304
32.7732044,-97.3516558
35.8031909,-78.5660852
37.9166784,-97.422541
27.9903597,-82.3017728
33.7877944,-117.8531119
33.7877944,-117.8531119
39.62031,-104.332644
38.6270025,-90.1994042
39.2355447,-84.564147
40.4450813,-80.0087746
33.9533487,-117.3961564
33.8999297,-84.564147
61.2180556,-149.9002778
35.4937274,-118.8596804
45.2611,-93.45
40.7050579,-82.4182204
39.1547426,-77.2405153
38.0606478,-84.4802606
30.4906177,-84.1857115
36.6066162,-120.1890447
33.1795213,-96.4929797
33.2917968,-112.4291464
36.0795613,-115.094045
37.5090711,-120.9876321
30.6953657,-88.0398912
40.7453199,-74.0535126
33.5778631,-101.8551665
33.2917968,-112.4291464
35.9940329,-78.898619
28.4844995,-81.2518833
36.8507689,-76.2858726
27.876394,-82.7778579
30.6389408,-87.3413599
33.1031744,-96.6705503
36.0899873,-79.8296743
40.8471492,-96.663812
34.1083449,-117.2897652
33.9533487,-117.3961564
32.715738,-117.1610838
36.7682088,-76.2874927
25.5516034,-80.6326916
43.2505472,-89.5015088
34.1083449,-117.2897652
26.6630286,-81.9534815
35.9874629,-83.9419784
27.7925109,-99.4228149
36.0795613,-115.094045
33.9190653,-84.0167423
37.7652065,-122.2416355
34.9542604,-78.7476208
37.3311215,-93.5003454
38.8799697,-77.1067698
32.7766642,-96.7969879
33.2917968,-112.4291464
33.2917968,-112.4291464
36.1200003,-80.1875065
33.7877944,-117.8531119
37.5407246,-77.4360481
26.7056206,-80.0364297
34.274646,-119.2290316
27.4799195,-82.345189
38.291859,-122.4580356
40.5608387,-119.6035495
47.6587802,-117.4260466
33.3205339,-82.0842901
47.0675877,-122.1295269
43.0097027,-85.520024
32.715738,-117.1610838
29.7938144,-82.4944226
38.7838939,-77.6077865
29.2787765,-82.12784
34.0522342,-118.2436849
43.478767,-116.2420304
34.8526176,-82.3940104
33.4914122,-86.9824288
40.7607793,-111.8910474
33.7877944,-117.8531119
41.0918991,-81.5596427
42.2661311,-89.2412202
36.6002378,-121.8946761
42.2625932,-71.8022934
33.9533487,-117.3961564
27.3225563,-80.543845
30.8532454,-96.9769304
41.8239891,-71.4128343
35.404373,-101.9804613
34.0522342,-118.2436849
40.6955572,-105.5943388
32.6136798,-93.8655303
38.0806099,-87.5791287
41.1220194,-73.7948516
37.7652065,-122.2416355
26.190096,-80.365865
35.1618966,-85.1479364
32.4794133,-84.8984775
41.987884,-88.4016041
34.1083449,-117.2897652
32.2648353,-90.3748354
32.7766642,-96.7969879
34.1083449,-117.2897652
37.5703377,-101.7506777
37.0870821,-76.4730122
33.7877944,-117.8531119
31.134411,-97.5247243
37.2709704,-79.9414266
33.2917968,-112.4291464
45.7466471,-122.5194378
34.6992579,-86.7483318
32.715738,-117.1610838
34.0522342,-118.2436849
39.0228485,-94.7151865
38.5815719,-121.4943996
38.2544472,-104.6091409
38.204165,-77.6077865
26.6630286,-81.9534815
42.0639841,-72.4134167
26.190096,-80.365865
35.7724263,-86.3376761
36.4960406,-87.460397
41.8243831,-88.0900762
33.2917968,-112.4291464
38.8462236,-77.3063733
34.0522342,-118.2436849
34.0522342,-118.2436849
39.0986811,-94.7691586
26.7056206,-80.0364297
42.9780758,-76.247912
44.8446393,-122.5927411
26.190096,-80.365865
40.8567662,-74.1284764
39.5800298,-105.2662931
38.8048355,-77.0469214
32.6926512,-114.6276916
37.3541079,-121.9552356
36.2077288,-119.3473379
32.485767,-106.7234639
29.7751825,-95.3102505
41.1408363,-73.2612615
43.9610092,-122.6618227
32.715738,-117.1610838
31.9973456,-102.0779146
39.6620397,-75.5668166
30.7591685,-97.6982272
37.0298687,-76.3452218
34.0522342,-118.2436849
34.0522342,-118.2436849
34.0412165,-80.9428911
32.7766642,-96.7969879
33.7877944,-117.8531119
42.6651965,-82.9286428
33.1795213,-96.4929797
40.7607793,-111.8910474
47.5480339,-121.9836029
40.8684676,-81.2518833
29.9660371,-90.1531298
34.4208305,-119.6981901
34.0522342,-118.2436849
33.7877944,-117.8531119
41.308274,-72.9278835
33.0342974,-83.938242
43.0777289,-83.6773928
34.0522342,-118.2436849
26.1003547,-98.2630684
47.5480339,-121.9836029
43.4194699,-83.9508068
32.5093109,-92.1193012
37.5703377,-101.7506777
26.190096,-80.365865
33.2917968,-112.4291464
26.190096,-80.365865
34.0522342,-118.2436849
40.5883933,-82.4248862
41.7637111,-72.6850932
41.1408363,-73.2612615
31.9994194,-81.1196075
34.274646,-119.2290316
37.8534093,-121.9017954
42.6651965,-82.9286428
33.1795213,-96.4929797
41.5054724,-88.0900762
33.2148412,-97.1330683
45.7856577,-108.4343805
40.6519679,-75.5742467
35.6869752,-105.937799
38.3104969,-121.9017954
37.3822732,-89.6662063
37.3541079,-121.9552356
35.8031909,-78.5660852
29.7751825,-95.3102505
33.2917968,-112.4291464
37.7652065,-122.2416355
33.9533487,-117.3961564
36.3100688,-96.4641886
38.8462236,-77.3063733
39.7337353,-89.6251646
30.2089286,-93.3388917
34.0522342,-118.2436849
39.8398269,-104.1930918
39.4142688,-77.4105409
39.8398269,-104.1930918
42.6468943,-84.3542049
34.1083449,-117.2897652
41.308274,-72.9278835
28.3232418,-82.4319405
33.9533487,-117.3961564
25.5516034,-80.6326916
33.7877944,-117.8531119
33.9519347,-83.357567
43.114728,-71.895049
32.715738,-117.1610838
43.995179,-92.3813621
36.6066162,-120.1890447
34.274646,-119.2290316
33.9533487,-117.3961564
40.6936488,-89.5889864
39.6253952,-121.5370003
42.3076493,-83.8473015
42.467206,-71.2874209
34.30778,-83.804868
36.7468422,-119.7725868
42.467206,-71.2874209
40.5608387,-119.6035495
39.0915751,-120.8039474
34.0522342,-118.2436849
40.598119,-122.4907566
34.0522342,-118.2436849
34.0522342,-118.2436849
40.7607793,-111.8910474
43.6779581,-116.6865435
47.9128756,-122.0981848
36.1539816,-95.992775
39.3209801,-111.0937311
34.9495672,-81.9320482
43.83251,-121.2616541
28.263933,-80.7214417
33.2098407,-87.5691735
27.876394,-82.7778579
38.8462236,-77.3063733
34.2154913,-77.8824596
