CountyState,Average,RegionID
"Placer, CA",554100,29143
"Henrico, VA",390900,34346
"Genesee, MI",151900,398881
"Twin Falls, ID",298500,41319
"Prince Georges, MD",434900,45324
"Floyd, IN",197500,6137
"Westmoreland, PA",217300,398631
"Skagit, WA",396300,32992
"Riverside, CA",477800,33306
"Summit, OH",207500,11022
"Cook, IL",767100,38718
"Tarrant, TX",223800,16946
"Seminole, FL",374600,25646
"New Haven, CT",372400,27747
"Marion, IN",130400,52905
"Livingston, MI",364300,52587
"Rock Island, IL",163700,32912
"Mercer, NJ",261900,52387
"King, WA",1081700,26938
"Pierce, WA",358500,29592
"Chemung, NY",115200,397790
"Gloucester, NJ",339800,398449
"Miami-Dade, FL",446700,44955
"Cuyahoga, OH",346600,41098
"Hawaii, HI",445400,11921
"Franklin, OH",264900,35641
"Garfield, OK",109500,11328
"Berkshire, MA",241200,19967
"York, VA",453800,55287
"Cumberland, TN",93800,31119
"Montgomery, MD",587600,46777
"Nash, NC",141600,20220
"Cowlitz, WA",261500,39503
"Oakland, MI",693500,3701
"Saint Tammany, LA",250400,46389
"Du Page, IL",583300,4568
"Los Angeles, CA",828500,24384
"Contra Costa, CA",735400,12592
"Miami-Dade, FL",1021300,24215
"Oakland, MI",427000,395625
"Butler, OH",253200,45221
"Randolph, NC",120000,43956
"Wayne, IN",138000,20165
"Bristol, MA",405200,23542
"Albemarle, VA",397600,30840
"Snohomish, WA",673100,24544
"Dallas, TX",172400,44918
"York, PA",129200,41815
"Macomb, MI",312800,24063
"Bergen, NJ",427200,38835
"Santa Clara, CA",1330700,17272
"Douglas, OR",268500,13587
"Middlesex, MA",836500,43936
"Riverside, CA",255300,51701
"Los Angeles, CA",891300,10774
"Hartford, CT",274900,11325
"Columbia, FL",184000,52847
"Fairfax, VA",678500,17231
"DeKalb, IL",289800,55433
"Orangeburg, SC",142300,46907
"Merrimack, NH",277400,37995
"Medina, OH",293800,50327
"Saint Louis, MO",575600,51386
"Pasco, FL",136300,20022
"Baltimore, MD",408500,44490
"Plymouth, MA",450900,398673
"Alameda, CA",914300,49611
"Allegheny, PA",145600,29058
"Los Angeles, CA",586700,16961
"Fulton, GA",575000,16733
"Lafourche, LA",156700,34266
"Wilson, TN",383400,39894
"Ingham, MI",177300,38289
"Bristol, MA",369600,27374
"Kanawha, WV",156300,17394
"Middlesex, MA",456000,4625
"Ocean, NJ",267500,5773
"Riverside, CA",398400,46965
"Montgomery, MD",1235000,47210
"Hood, TX",291800,11664
"San Diego, CA",736500,11400
"Blue Earth, MN",261300,25733
"Suffolk, NY",287400,13218
"Pasco, FL",220000,25206
"Broward, FL",247900,19725
"Los Angeles, CA",789000,32923
"Dekalb, GA",611000,49352
"Butler, OH",357400,14541
"Saratoga, NY",400600,23146
"Nassau, NY",478300,15138
"Orange, CA",618100,15554
"Utah, UT",412800,50226
"Riverside, CA",344200,6919
"Hampden, MA",329500,55142
"Providence, RI",253300,43575
"Hardin, KY",145300,17948
"Orange, CA",817100,44833
"Okeechobee, FL",172400,53694
"San Diego, CA",628500,21991
"Placer, CA",559300,50800
"Broward, FL",163700,26188
"Jefferson, AL",428400,25179
"Scott, MN",362400,33953
"Worcester, MA",253200,16567
"Tarrant, TX",120600,52382
"Orange, FL",171900,6507
"Shelby, TN",473100,51487
"Honolulu, HI",869800,45983
"Worcester, MA",327900,39405
"Okaloosa, FL",237200,24265
"Orange, CA",875300,17150
"Allegany, MD",136000,17654
"Sacramento, CA",560600,4650
"Luzerne, PA",51800,217168
"Los Angeles, CA",767500,22827
"Grant, IN",116100,39634
"Brevard, FL",247000,39760
"Suffolk, NY",314100,43490
"Tarrant, TX",323700,38766
"New London, CT",250500,33189
"Hudson, NJ",461400,5382
"Los Angeles, CA",546700,39306
"Honolulu, HI",678400,37063
"Pierce, WA",603700,45429
"Gwinnett, GA",499400,42728
"Hampden, MA",259700,11959
"Humboldt, CA",359000,45191
"Miami-Dade, FL",261600,124045
"Middlesex, NJ",436200,46780
"Cecil, MD",325900,4557
"Jackson, MO",150600,37464
"Saint Louis, MO",320200,31546
"Gwinnett, GA",359400,10614
"Bonneville, ID",232400,39097
"Cook, IL",395000,28533
"McHenry, IL",347500,4271
"Essex, MA",466300,33821
"Centre, PA",278400,47837
"Shelby, TN",476400,11594
"Waukesha, WI",245500,46704
"Clackamas, OR",786900,5504
"Columbia, GA",365200,4622
"Nevada, CA",485600,11685
"San Mateo, CA",2322700,39748
"Nassau, NY",520500,25566
"Nassau, NY",548300,31419
"Dallas, TX",228500,33758
"Sarasota, FL",393900,20362
"Lake, IN",120300,19328
"Cook, IL",313400,47876
"Saint Clair, MI",151100,33492
"Somerset, NJ",472100,31645
"Saint Lucie, FL",156100,38581
"Davis, UT",398400,23785
"Wayne, OH",227600,21386
"Scott, KY",276200,31724
"Somerset, NJ",614100,28510
"Bergen, NJ",540900,47956
"Baltimore, MD",494400,20831
"Miami-Dade, FL",364500,397310
"Flathead, MT",185000,5371
"Livingston, MI",425400,37576
"Washington, OK",159000,16899
"Prince William, VA",467000,19172
"Volusia, FL",268200,28599
"Jessamine, KY",217600,33117
"Snohomish, WA",650900,3761
"Lancaster, PA",335700,398814
"Palm Beach, FL",342500,53788
"Tulsa, OK",247000,40207
"Suffolk, NY",313300,41621
"Seminole, FL",337300,34885
"Davidson, NC",106300,20789
"Arapahoe, CO",544000,19055
"Salt Lake, UT",436500,26779
"Thurston, WA",384000,53718
"Riverside, CA",393500,23635
"Washington, MS",50400,18389
"Hampshire, MA",444700,50721
"Barrow, GA",232600,56619
"Rock Island, IL",134200,54185
"Wayne, MI",69300,15805
"Clay, MN",253200,19458
"Baltimore, MD",313400,25879
"Chesterfield, VA",356100,44568
"Nassau, NY",580900,25112
"Ascension, LA",187100,18320
"Valencia, NM",119700,39512
"Du Page, IL",380100,37757
"Prince Georges, MD",341100,4375
"Cuyahoga, OH",148300,24624
"Dekalb, GA",607600,23302
"Kankakee, IL",147700,12158
"Broward, FL",262800,5033
"Pierce, WA",482200,23770
"Alamance, NC",176800,10627
"Nassau, NY",1632600,18375
"San Diego, CA",676100,43354
"Jefferson, LA",134700,11828
"Du Page, IL",366100,3319
"Collier, FL",472700,19533
"Middlesex, MA",461700,19212
"Jones, MS",144300,25521
"Sumner, TN",281200,11564
"Grant, WA",145800,39885
"Ramsey, MN",320300,53154
"San Mateo, CA",1131900,13691
"Milwaukee, WI",205900,38794
"Manatee, FL",277900,33308
"Greene, OH",109600,16087
"Walla Walla, WA",310600,48310
"Cobb, GA",211600,23553
"Dallas, TX",144300,18942
"Miami-Dade, FL",261400,396850
"Nassau, NY",603800,15135
"Chesterfield, VA",321500,24061
"Prince Georges, MD",414400,8283
"Snohomish, WA",572100,396859
"Sonoma, CA",896600,47746
"Hamilton, IN",210000,38529
"Wayne, MI",303800,396716
"Middlesex, NJ",551200,398406
"Fairfax, VA",603600,31636
"Chelan, WA",249300,27836
"Williamson, TN",849000,30583
"Cabarrus, NC",185100,32262
"Fairfield, CT",485200,7045
"Baltimore, MD",179500,11340
"Franklin, OH",260700,40554
"Adams, CO",427900,17163
"Mercer, NJ",286600,51954
"Litchfield, CT",246500,27445
"Weber, UT",282000,13613
"Tazewell, IL",140400,6456
"Pima, AZ",434100,26329
"Honolulu, HI",562000,41535
"Essex, MA",562900,30450
"Suffolk, MA",390700,51370
"Washington, MD",211900,38842
"Saint Louis, MO",583500,15924
"Los Angeles, CA",933600,30187
"Beaufort, SC",238900,17087
"Suffolk, NY",318400,13579
"Saratoga, NY",449000,54320
"Beaufort, SC",559700,11922
"Fond du Lac, WI",168800,45299
"Hennepin, MN",316800,6746
"Honolulu, HI",935200,56265
"Cook, IL",610200,33330
"Saint Louis, MO",369500,26256
"Middlesex, MA",578700,21355
"Maricopa, AZ",497900,3418
"San Bernardino, CA",496000,32927
"Hoke, NC",148700,42608
"Riverside, CA",427600,20265
"Alameda, CA",991500,51751
"Bergen, NJ",760000,11491
"Ware, GA",104500,55064
"Kenton, KY",157600,4232
"Dallas, TX",149000,31277
"DeSoto, MS",116900,54492
"De Soto, FL",113600,30241
"Lake, IL",480100,15007
"Clallam, WA",313300,6568
"Fairfield, CT",562200,23050
"Cook, IL",303300,21272
"Saint Tammany, LA",211100,38049
"San Mateo, CA",1087800,19811
"Greene, OH",176000,10315
"Saint Louis, MO",303800,54801
"Waukesha, WI",232300,53267
"Henderson, KY",199300,38955
"Waukesha, WI",285600,37601
"Canyon, ID",232400,30691
"Saint Landry, LA",167300,13110
"Contra Costa, CA",562600,19728
"Hillsborough, FL",204400,124275
"Summit, OH",284400,7279
"Bay, MI",104900,37306
"Ascension, LA",224700,13386
"Adams, CO",418800,17545
"Jefferson, MO",222200,16807
"Los Angeles, CA",1133300,51617
"Denton, TX",214800,27398
"Winona, MN",198400,41752
"Cape Girardeau, MO",120900,23942
"Baltimore, MD",298900,48531
"Maricopa, AZ",234800,41130
"Washington, MN",341100,21469
"Wayne, MI",654400,6251
"Garland, AR",174000,52580
"Pierce, WA",420200,6651
"Norfolk, MA",589600,51117
"Riverside, CA",285100,50616
"Hartford, CT",482500,8509
"Monmouth, NJ",466500,5225
"Los Angeles, CA",3904800,10389
"San Luis Obispo, CA",605600,47021
"Porter, IN",224000,53969
"Riverside, CA",551400,18883
"Sullivan, TN",170900,3820
"Ramsey, MN",347700,40645
"Seminole, FL",265100,51302
"Wood, OH",153400,23789
"Clay, FL",250400,39775
"Milwaukee, WI",228600,13062
"Los Angeles, CA",435400,30399
"Dallas, TX",400400,44750
"Tift, GA",173000,34288
"King, WA",929200,28017
"Lafayette, MS",278700,13149
"Lake, IL",411400,5019
"Worcester, MA",539000,54414
"Orange, CA",932400,33840
"Collin, TX",233000,43088
"Finney, KS",208400,31694
"Los Angeles, CA",871400,48424
"Jefferson, CO",483600,119842
"Contra Costa, CA",886400,53925
"Greene, OH",97600,24658
"Hillsborough, FL",101200,22924
"Knox, IL",112800,31684
"Stark, OH",147900,8375
"Jackson, MI",115700,45911
"Brevard, FL",219800,13560
"Baltimore, MD",535000,396136
"Fulton, GA",767400,395772
"Miami-Dade, FL",499700,43999
"Santa Clara, CA",2089700,19100
"Mohave, AZ",254600,30651
"Volusia, FL",322000,33258
"Seminole, FL",388200,32390
"Middlesex, MA",678700,6120
"Los Angeles, CA",2712800,19177
"Franklin, OH",577400,7540
"Cook, IL",163700,10669
"Salt Lake, UT",269300,56072
"Bernalillo, NM",227100,192065
"Rockingham, NH",336800,395669
"Fulton, GA",143100,24505
"Hillsborough, FL",296200,396832
"Jefferson, LA",98100,55153
"San Bernardino, CA",177800,7304
"Fresno, CA",319300,40754
"Lee, MS",189400,20860
"Wake, NC",351700,181663
"Kings, CA",311100,46218
"Nez Perce, ID",300100,52951
"Island, WA",410900,26240
"Montgomery, PA",214100,40036
"Thomas, GA",110200,34268
"Franklin, OH",576600,4426
"Imperial, CA",200400,10662
"Kern, CA",343600,54666
"Thurston, WA",357800,5470
"Nassau, NY",702700,46509
"Snohomish, WA",476000,37174
"Pinellas, FL",329700,41184
"Somerset, NJ",671400,10552
"Providence, RI",381000,11015
"Du Page, IL",566900,24872
"Cuyahoga, OH",443900,55145
"Kent, RI",342600,51567
"Stanislaus, CA",356200,10772
"Niagara, NY",180500,397837
"Arapahoe, CO",436400,4592
"Broward, FL",98000,32440
"Rutherford, TN",245400,46091
"Bergen, NJ",563900,43697
"Catawba, NC",213300,25108
"Warrick, IN",277700,53562
"Clermont, OH",261600,16908
"Nassau, NY",641700,55625
"Allen, OH",102900,32500
"Johnson, TX",165400,10625
"Merced, CA",308500,50797
"Washington, WI",247100,397752
"Norfolk, MA",573900,36921
"Sarpy, NE",230500,13181
"Coryell, TX",96800,55315
"Snohomish, WA",451700,396858
"Fairfax, VA",534000,12868
"Cook, IL",455900,53581
"Polk, FL",184600,18928
"Ottawa, MI",292900,398437
"Macomb, MI",135800,11246
"Crawford, AR",166500,7668
"Ottawa, MI",334200,32105
"Kent, DE",250800,11141
"Adams, CO",387000,26213
"Dakota, MN",377700,31540
"Norfolk, MA",422200,54058
"Prince Georges, MD",377600,20764
"Westmoreland, PA",227500,33155
"Nassau, NY",554600,31537
"Ventura, CA",578800,26965
"Dakota, MN",348800,32156
"Oakland, MI",397100,17546
"Los Angeles, CA",405600,118914
"Trumbull, OH",88800,27771
"Chittenden, VT",277700,37662
"Niagara, NY",194800,26200
"Miami-Dade, FL",224700,126604
"Cook, IL",774100,33178
"Madison, AL",195500,25704
"Grayson, TX",154000,44906
"Sonoma, CA",655900,6819
"Allegheny, PA",265900,396639
"Pinellas, FL",264000,4439
"Fresno, CA",296500,57277
"Gordon, GA",189500,23912
"Saint Clair, IL",146700,3615
"Baltimore, MD",290300,31912
"Los Angeles, CA",1707000,54053
"Mason, WA",314700,50027
"San Mateo, CA",1744400,31623
"Butler, PA",139400,397912
"Monmouth, NJ",621400,15592
"Bergen, NJ",469200,42213
"Broward, FL",507400,4204
"Marion, OR",351900,52735
"Calcasieu, LA",240200,54606
"Wood, OH",318200,19911
"Miami-Dade, FL",405100,125912
"Hartford, CT",323900,22400
"Franklin, OH",376900,14584
"Yavapai, AZ",321800,54002
"El Dorado, CA",812000,17931
"Fresno, CA",277200,33935
"Pope, AR",181500,13631
"Lorain, OH",271800,13034
"Cuyahoga, OH",336000,40070
"Richland, SC",241300,25261
"Orange, FL",498200,34884
"Strafford, NH",319100,38225
"Oakland, MI",360900,21281
"Jefferson, NY",173600,399185
"Baltimore, MD",278600,49547
"San Mateo, CA",1900700,6916
"Salt Lake, UT",362800,240237
"Los Angeles, CA",617700,46178
"Saint Louis, MO",418400,30338
"Clark, WA",499700,50889
"Montrose, CO",320800,12817
"Genesee, MI",128300,51663
"Carroll, MD",517300,16040
"Miami-Dade, FL",469600,48449
"El Paso, CO",206500,396536
"Cook, IL",174300,55487
"Jackson, MS",77400,32963
"Kern, CA",244900,20172
"Washtenaw, MI",436400,26530
"Santa Clara, CA",1110900,6043
"Hunt, TX",132200,24961
"Oakland, MI",198400,49477
"Miami-Dade, FL",261300,40059
"Staunton City, VA",218900,27253
"San Luis Obispo, CA",656300,37206
"Walker, AL",101500,12105
"Gwinnett, GA",375300,44836
"Bucks, PA",454300,397097
"Stanislaus, CA",418800,19716
"Madison, ID",175000,33639
"Santa Clara, CA",2977600,33874
"Middlesex, MA",1204500,19005
"Lucas, OH",324000,43098
"Maricopa, AZ",244700,11278
"Dekalb, GA",317700,41298
"McKinley, NM",125900,52160
"Mercer, NJ",408700,189314
"Strafford, NH",242700,13549
"Bay, FL",245000,46978
"Ventura, CA",848100,25974
"Baltimore, MD",352600,53642
"Boone, IL",275200,3629
"Riverside, CA",301200,50849
"Nassau, NY",552700,30331
"Los Angeles, CA",773500,33836
"Cuyahoga, OH",263900,46803
"Salt Lake, UT",340500,22489
"Milwaukee, WI",248200,45340
"Osceola, FL",251700,48596
"Broward, FL",266100,396851
"Norfolk, MA",591500,6256
"Osceola, FL",227200,40387
"Hendricks, IN",278300,23858
"Erie, NY",229100,398157
"Norfolk, MA",1079300,33039
"Wayne, MI",178800,10581
"Lincoln, NE",208700,13030
"Bucks, PA",599600,32588
"New Haven, CT",279300,35891
"Prince William, VA",630700,44318
"Yamhill, OR",383700,32789
"New Haven, CT",448300,24056
"Clermont, OH",277500,12729
"Tulare, CA",277900,49259
"Johnson, KS",424300,46194
"Camden, NJ",437800,21122
"Tuscaloosa, AL",256200,26215
"Westchester, NY",466300,36164
"Jackson, MO",96400,13453
"Essex, MA",659100,13005
"Deschutes, OR",355400,26716
"San Mateo, CA",2241800,17235
"Johnson, IN",202000,11523
"Maui, HI",749100,21128
"Palm Beach, FL",183400,6791
"White, AR",195300,13750
"Fairfield, OH",352300,42802
"Kent, MI",297700,52291
"Baltimore, MD",383700,47334
"La Plata, CO",516900,11179
"Dallas, TX",199900,8653
"Rockingham, NH",407400,22918
"Providence, RI",332900,18758
"Kent, RI",277000,55131
"Jim Wells, TX",87200,23439
"Riverside, CA",520500,57132
"Allegheny, PA",259400,396640
"Miami-Dade, FL",267700,124550
"Santa Clara, CA",3361800,39511
"Monmouth, NJ",474600,25637
"Los Angeles, CA",925800,14111
"Cuyahoga, OH",131500,31704
"Columbia, GA",235000,19223
"Westchester, NY",555400,395522
"Cumberland, NJ",206400,53338
"El Dorado, CA",527500,40979
"Wayne, MI",182900,27657
"Palm Beach, FL",374300,6856
"Harford, MD",367100,43815
"Hennepin, MN",252700,37609
"Alameda, CA",708100,47550
"Los Angeles, CA",986000,34636
"Wayne, MI",108100,16309
"Snohomish, WA",553100,396865
"El Dorado, CA",594600,47677
"Schenectady, NY",368600,396789
"Hartford, CT",392400,27196
"Oakland, MI",186200,26241
"Collier, FL",302300,31789
"Steele, MN",243300,19801
"Anne Arundel, MD",482800,20425
"Tarrant, TX",374300,39210
"Nassau, NY",710400,46300
"Bucks, PA",560400,398411
"New Haven, CT",275600,4474
"Utah, UT",381800,53924
"Bucks, PA",275500,395680
"Cuyahoga, OH",394700,54377
"Orange, CA",729600,25458
"Cook, IL",203300,28517
"Franklin, OH",335600,18226
"Washington, MN",335800,26248
"Cumberland, PA",402000,395472
"Suffolk, NY",443300,44707
"Bee, TX",96200,50944
"Worcester, MA",427500,397497
"Citrus, FL",110900,32157
"Kane, IL",258400,13650
"New Haven, CT",406600,397516
"Suffolk, NY",306900,10762
"Middlesex, MA",688400,41579
"Muscatine, IA",0,35860
"Wayne, MI",115500,16724
"Lake, IL",821400,55741
"Clark, IN",107700,5335
"Butler, PA",290800,38060
"Shelby, IN",176300,54391
"Will, IL",279200,47443
"Clark, WA",604800,44411
"Tolland, CT",283200,34545
"Umatilla, OR",263200,32014
"Carroll, GA",231700,43755
"Pima, AZ",638400,111627
"Mendocino, CA",351600,7518
"Saint Louis, MO",248300,46488
"Essex, MA",830100,397699
"Sacramento, CA",467500,26310
"Rockwall, TX",252300,33716
"Saint Johns, FL",663000,20011
"Allegheny, PA",233900,33460
"Phelps, MO",127700,47440
"Rapides, LA",220700,19956
"Norfolk, MA",465600,20679
"Cass, IN",110900,9953
"Monterey, CA",982000,19434
"Pasco, FL",124600,11940
"Schenectady, NY",239900,396790
"Middlesex, MA",414100,31264
"Sacramento, CA",325600,115107
"Essex, MA",516100,20369
"Bergen, NJ",512600,11326
"Yamhill, OR",423000,46734
"Du Page, IL",316000,45645
"Cook, IL",301900,37652
"Tooele, UT",265900,14160
"Yuba, CA",291900,19230
"Clay, FL",387300,11449
"Cass, ND",237000,55107
"Lake, FL",248300,4621
"Riverside, CA",633500,29737
"Collier, FL",187300,12033
"Sedgwick, KS",270700,14972
"Monmouth, NJ",516400,397836
"Gloucester, NJ",279700,397002
"Baldwin, AL",399400,4660
"Allegheny, PA",283200,23690
"Colquitt, GA",122400,12849
"Bedford, TN",193800,33967
"Suffolk, NY",441700,4484
"Shiawassee, MI",158700,6368
"Hampden, MA",305600,55124
"Kaufman, TX",184900,34254
"Bergen, NJ",346900,44137
"Somerset, NJ",870300,395572
"Rice, MN",251300,8641
"Marin, CA",1428800,19379
"Orange, FL",353800,27991
"Hartford, CT",315000,50553
"San Luis Obispo, CA",865400,23523
"Suffolk, NY",339000,29786
"Nassau, FL",441900,18096
"Broome, NY",204800,27679
"Salt Lake, UT",264000,15560
"Lamar, TX",66400,19848
"Alcorn, MS",166800,38015
"Plymouth, MA",479100,397539
"Lake, IN",211600,40780
"Essex, MA",571300,31170
"Clallam, WA",279700,40831
"Du Page, IL",433500,44042
"Saint John the Baptist, LA",200900,18879
"Cook, IL",311600,16535
"Hartford, CT",361100,14599
"Oakland, MI",378100,40176
"Anne Arundel, MD",432700,29211
"Norfolk, MA",1676100,41610
"Los Angeles, CA",854400,30908
"Charlotte, FL",310300,4593
"Middlesex, MA",524600,29459
"Will, IL",415100,29044
"Bergen, NJ",809800,46984
"McHenry, IL",367700,5498
"Washington, OR",568300,7053
"Bristol City, VA",155600,51145
"New Castle, DE",378400,10301
"Hillsborough, FL",307900,125009
"San Diego, CA",616500,5265
"Santa Barbara, CA",1033500,4931
"Orange, CA",1093200,17686
"San Mateo, CA",899500,11228
"Essex, MA",557100,18311
"Salt Lake, UT",559700,25157
"Marion, FL",211900,11177
"Tompkins, NY",347000,397621
"Lake, IN",120100,25145
"Carver, MN",275600,55428
"Middlesex, MA",543800,44170
"Calloway, KY",205100,39923
"Ottawa, MI",298000,397018
"Monterey, CA",611200,27011
"Kings, CA",202700,24216
"Yuba, CA",220000,46887
"Pierce, WA",324800,26399
"Nassau, NY",763500,6528
"Martin, FL",524900,26365
"Oakland, MI",487200,27181
"Kern, CA",234800,36412
"Polk, FL",205800,30294
"Stephens, OK",109600,38249
"Genesee, MI",71300,3905
"New London, CT",224200,12947
"Nassau, NY",629700,34650
"Bucks, PA",574700,398342
"Cook, IL",397300,24568
"King, WA",458500,24372
"Henry, VA",134200,32727
"Cook, IL",1001300,21319
"Bucks, PA",422600,7762
"Middlesex, MA",718700,23017
"Northampton, PA",178500,4502
"Fayette, GA",462200,26434
"Middlesex, NJ",614600,47755
"Pierce, WA",487300,48099
"Clinton, NY",202800,398053
"Fauquier, VA",533800,7765
"Sonoma, CA",1057800,33910
"Orange, CA",607800,42967
"Saint Louis, MO",403700,52791
"Hartford, CT",379700,16208
"Summit, OH",298100,11698
"Summit, OH",135300,10249
"Saint Joseph, IN",372600,24926
"Oswego, NY",74200,399039
"Maricopa, AZ",342200,54619
"Polk, FL",166500,44045
"Douglas, WI",186900,7327
"Miami-Dade, FL",457100,34393
"Cook, IL",306500,53260
"Madison, MS",366900,5751
"Saint Tammany, LA",150400,7101
"Wayne, MI",101200,38645
"Montgomery, PA",889600,398868
"Mercer, NJ",858000,56875
"King, WA",425900,20404
"Ramsey, MN",390100,54410
"Dane, WI",263400,11441
"Palm Beach, FL",200800,52321
"Granville, NC",125700,22249
"Mecklenburg, NC",377800,12614
"Medina, OH",289800,34613
"Albany, NY",384200,23692
"Scott, MN",422700,50554
"Warren, VA",306700,4826
"Harris, TX",178900,21536
"Franklin, OH",381800,38999
"Cumberland, NJ",131100,23821
"Wayne, MI",43300,39109
"York, SC",282800,4140
"Volusia, FL",218400,51849
"San Mateo, CA",1845300,10343
"Carroll, MD",569700,32970
"New Haven, CT",411700,36071
"Greenville, SC",247700,27376
"Lake, IN",62800,28833
"Bergen, NJ",977000,20176
"Fairfield, CT",1641100,7892
